"ID","FCR_EXTERNAL_ID__C"
"0010Y00000u8sfvQAA","102366"
"0010Y00000mCi9nQAC","101240"
"0010Y00000mFMDDQA4","101378"
"0010Y00000mFQeQQAW","101422"
"0010Y00000zNarRQAS","103082"
"0010Y00000nhOb2QAE","101502"
"0010Y00000uAZY6QAO","7083472"
"0010Y00000wHRJlQAO","102471"
"0010Y00000S6Vy9QAF","1214770"
"0010Y00000T4eVgQAJ","6683843"
"0010Y00000T3AnDQAV","6796111"
"0010Y00000SiWZ7QAN","3911950"
"0010Y00000TqG0IQAV","6817299"
"0010Y00000XnYa5QAF","5163486"
"0010Y00000Rpy0kQAB","1287493"
"0010Y00000Rpy0mQAB","1300577"
"0010Y00000RpxSuQAJ","997399"
"0010Y00000RpxTfQAJ","893954"
"0010Y00000Rpy2JQAR","2214971"
"0010Y00000Rpy60QAB","39004"
"0010Y00000RpxU1QAJ","929709"
"0010Y00000RpxUNQAZ","1212682"
"0010Y00000RpxaTQAR","567422"
"0010Y00000RpxbQQAR","21775"
"0010Y00000RpxcFQAR","24978"
"0010Y00000RpxcRQAR","25307"
"0010Y00000Rpy1nQAB","1278928"
"0010Y00000Rpy1sQAB","1299415"
"0010Y00000Rpy1yQAB","2210479"
"0010Y00000RpxjpQAB","6996033"
"0010Y00000RpxBqQAJ","581195"
"0010Y00000RpxjxQAB","644157"
"0010Y00000RpxUrQAJ","1237722"
"0010Y00000RpxlUQAR","537861"
"0010Y00000RpxV2QAJ","1390247"
"0010Y00000Rpy0HQAR","1377909"
"0010Y00000RpuIZQAZ","6836044"
"0010Y00000RpuIdQAJ","1417961"
"0010Y00000RpuZ8QAJ","1420988"
"0010Y00000RpsegQAB","32800"
"0010Y00000RppFHQAZ","102020"
"0010Y00000Rps5lQAB","6687874"
"0010Y00000Rps67QAB","71557"
"0010Y00000Rps7JQAR","28960"
"0010Y00000RpovAQAR","95356"
"0010Y00000RpovWQAR","6769110"
"0010Y00000Rps86QAB","30668"
"0010Y00000RpsdNQAR","31420"
"0010Y00000RppKBQAZ","872807"
"0010Y00000RpqyUQAR","784073"
"0010Y00000Rpu9AQAR","989967"
"0010Y00000Rpu9NQAR","943189"
"0010Y00000RppHSQAZ","772727"
"0010Y00000RppHfQAJ","857278"
"0010Y00000RpqKNQAZ","692808"
"0010Y00000RpqyvQAB","780885"
"0010Y00000RpsHXQAZ","707265"
"0010Y00000RpuBNQAZ","915442"
"0010Y00000RpuBaQAJ","917742"
"0010Y00000RptY9QAJ","903716"
"0010Y00000RptZrQAJ","930218"
"0010Y00000RpqKvQAJ","694120"
"0010Y00000RpqLLQAZ","719651"
"0010Y00000RpqzJQAR","790561"
"0010Y00000RpsjUQAR","736507"
"0010Y00000RptYEQAZ","902141"
"0010Y00000RptYSQAZ","995113"
"0010Y00000Rpu8nQAB","1002857"
"0010Y00000RptYoQAJ","766521"
"0010Y00000RpsknQAB","745600"
"0010Y00000RppJoQAJ","870053"
"0010Y00000RpslQQAR","904479"
"0010Y00000RpslYQAR","889840"
"0010Y00000RpvRpQAJ","908356"
"0010Y00000RppkmQAB","877840"
"0010Y00000RpsmCQAR","898728"
"0010Y00000Rpu9YQAR","944282"
"0010Y00000RpvTVQAZ","1255296"
"0010Y00000RpuA9QAJ","925470"
"0010Y00000RpuAEQAZ","926895"
"0010Y00000RpuAVQAZ","885564"
"0010Y00000RpsFZQAZ","764434"
"0010Y00000RpsG1QAJ","980160"
"0010Y00000RpsGFQAZ","973131"
"0010Y00000RpqJDQAZ","608530"
"0010Y00000RpqJNQAZ","609434"
"0010Y00000Rq7JcQAJ","6947988"
"0010Y00000Rq7JfQAJ","6919978"
"0010Y00000Rq7JmQAJ","6914472"
"0010Y00000Rq7JwQAJ","6964591"
"0010Y00000Rq5qlQAB","145727"
"0010Y00000Rq7YUQAZ","3683"
"0010Y00000Rq0KRQAZ","1207914"
"0010Y00000Rq0KgQAJ","1205413"
"0010Y00000Rq0KoQAJ","1199787"
"0010Y00000Rq2s9QAB","1313021"
"0010Y00000Rq5hsQAB","6791566"
"0010Y00000Rq5i1QAB","6761360"
"0010Y00000Rq5i4QAB","6757252"
"0010Y00000RpwdpQAB","1254301"
"0010Y00000RpyUrQAJ","1148591"
"0010Y00000Rq2p7QAB","1339954"
"0010Y00000Rq2pNQAR","6724661"
"0010Y00000Rq5iFQAR","6754960"
"0010Y00000Rq5iWQAR","6799746"
"0010Y00000Rq5iZQAR","6808810"
"0010Y00000Rq5oaQAB","691932"
"0010Y00000RpweQQAR","1086996"
"0010Y00000Rq3YOQAZ","1312751"
"0010Y00000Rq5jHQAR","6818137"
"0010Y00000Rq7oeQAB","1450360"
"0010Y00000RpySiQAJ","1044803"
"0010Y00000Rq3YtQAJ","1373279"
"0010Y00000Rq5jMQAR","6815678"
"0010Y00000Rq6eWQAR","6832782"
"0010Y00000Rq7pHQAR","1490283"
"0010Y00000Rq3ZkQAJ","1377481"
"0010Y00000Rq5gSQAR","6782305"
"0010Y00000Rq5ghQAB","6743038"
"0010Y00000Rq5rnQAB","800063"
"0010Y00000Rq0N2QAJ","1391644"
"0010Y00000Rq0N6QAJ","1392292"
"0010Y00000Rq3ZmQAJ","4642442"
"0010Y00000Rq3aAQAR","1357913"
"0010Y00000Rq6elQAB","6843405"
"0010Y00000Rq6f2QAB","6711025"
"0010Y00000Rq6fBQAR","6837163"
"0010Y00000Rq6fCQAR","6837689"
"0010Y00000Rq6fEQAR","6837050"
"0010Y00000Rq6kgQAB","6727244"
"0010Y00000Rq7q8QAB","6549730"
"0010Y00000Rq7qOQAR","1463679"
"0010Y00000Rq7qPQAR","5106677"
"0010Y00000RpwdbQAB","1257177"
"0010Y00000RpwdgQAB","1257385"
"0010Y00000Rpz3BQAR","1276570"
"0010Y00000Rq6ffQAB","2160250"
"0010Y00000Rq6pSQAR","822610"
"0010Y00000RpxJVQAZ","1100739"
"0010Y00000RpxJaQAJ","1101444"
"0010Y00000Rpz3gQAB","1220344"
"0010Y00000Rq1XoQAJ","1098966"
"0010Y00000Rq7rMQAR","1493792"
"0010Y00000RpxK5QAJ","1116743"
"0010Y00000RpxK9QAJ","1115994"
"0010Y00000Rq1Y4QAJ","6698038"
"0010Y00000Rq6ghQAB","6906072"
"0010Y00000Rq6gmQAB","6935972"
"0010Y00000Rq6gqQAB","6933014"
"0010Y00000Rq77eQAB","97852"
"0010Y00000Rq7yEQAR","1502690"
"0010Y00000Rq7ycQAB","2217652"
"0010Y00000RpxKDQAZ","1115789"
"0010Y00000Rq1YhQAJ","6720721"
"0010Y00000Rq4EnQAJ","6689176"
"0010Y00000Rq4EuQAJ","1298972"
"0010Y00000Rq7K9QAJ","6963448"
"0010Y00000Rq7KBQAZ","6952859"
"0010Y00000Rq7KEQAZ","6958331"
"0010Y00000Rq7KKQAZ","6860638"
"0010Y00000Rq7KVQAZ","6871411"
"0010Y00000Rq786QAB","99259"
"0010Y00000Rq1Z5QAJ","6703838"
"0010Y00000Rq1Z9QAJ","6703985"
"0010Y00000RpxLTQAZ","1057185"
"0010Y00000RpxLbQAJ","1055599"
"0010Y00000Rpzf7QAB","1415212"
"0010Y00000Rq1WdQAJ","1171447"
"0010Y00000Rq4FvQAJ","1280585"
"0010Y00000Rq7KrQAJ","6740992"
"0010Y00000Rq6mGQAR","5854551"
"0010Y00000Rq6mIQAR","5856883"
"0010Y00000Rq79PQAR","86380"
"0010Y00000Rq79eQAB","97798"
"0010Y00000Rq7zlQAB","1426177"
"0010Y00000RqH3BQAV","6760921"
"0010Y00000Rq7LKQAZ","6749612"
"0010Y00000Rq7LRQAZ","6891668"
"0010Y00000Rq5p9QAB","1175360"
"0010Y00000Rq5pBQAR","1429840"
"0010Y00000Rq80QQAR","1439343"
"0010Y00000Rq80VQAR","6650794"
"0010Y00000Rq80iQAB","6690740"
"0010Y00000RpySsQAJ","1147436"
"0010Y00000RpzgVQAR","1195856"
"0010Y00000RpzgaQAB","1196442"
"0010Y00000Rq7LfQAJ","6862355"
"0010Y00000Rq7LkQAJ","6852138"
"0010Y00000Rq7LoQAJ","6857458"
"0010Y00000Rq7LpQAJ","6856465"
"0010Y00000Rq7LuQAJ","6900324"
"0010Y00000Rq7M9QAJ","6881645"
"0010Y00000Rq7MBQAZ","6873027"
"0010Y00000Rq5pqQAB","144816"
"0010Y00000Rq6mmQAB","5857952"
"0010Y00000Rq7XCQAZ","2370"
"0010Y00000Rq2r9QAB","6717432"
"0010Y00000Rq2rCQAR","1319050"
"0010Y00000Rq2rEQAR","1317650"
"0010Y00000Rq5gqQAB","6752307"
"0010Y00000Rq5gsQAB","6752712"
"0010Y00000Rq5h7QAB","6787490"
"0010Y00000Rq7MIQAZ","6889084"
"0010Y00000Rq7MJQAZ","6896939"
"0010Y00000RpyTrQAJ","1152759"
"0010Y00000Rq0K5QAJ","1181739"
"0010Y00000Rq2rkQAB","1300990"
"0010Y00000Rq5hHQAR","6775553"
"0010Y00000Rq5hYQAR","6794704"
"0010Y00000RqFnlQAF","6787155"
"0010Y00000RqH9pQAF","2197527"
"0010Y00000RqH9zQAF","2204651"
"0010Y00000RqHAKQA3","543675"
"0010Y00000RqHARQA3","6694059"
"0010Y00000RqHAXQA3","6718595"
"0010Y00000RqAAQQA3","1230479"
"0010Y00000RqBLCQA3","5145273"
"0010Y00000RqDOZQA3","1319834"
"0010Y00000Rq8tuQAB","423360"
"0010Y00000RqEDGQA3","1252317"
"0010Y00000RqFZHQA3","688199"
"0010Y00000Rq9DjQAJ","69655"
"0010Y00000RqAiiQAF","1068027"
"0010Y00000RqAimQAF","1060643"
"0010Y00000Rq9E7QAJ","65975"
"0010Y00000Rq9scQAB","6748597"
"0010Y00000RqCsbQAF","6821362"
"0010Y00000RqAjMQAV","1022882"
"0010Y00000RqAjOQAV","1017574"
"0010Y00000RqDhSQAV","1372066"
"0010Y00000RqEqpQAF","891441"
"0010Y00000Rq9FQQAZ","6697999"
"0010Y00000RqBe2QAF","6859377"
"0010Y00000RqErQQAV","909476"
"0010Y00000RqC4OQAV","618269"
"0010Y00000RqDiWQAV","1304453"
"0010Y00000RqEMoQAN","1134497"
"0010Y00000RqAksQAF","1129877"
"0010Y00000RqENBQA3","1082867"
"0010Y00000RqENLQA3","1090834"
"0010Y00000Rq9TZQAZ","12567"
"0010Y00000RqENXQA3","1098941"
"0010Y00000Rq8QsQAJ","6905531"
"0010Y00000Rq9VGQAZ","6753089"
"0010Y00000RqE1OQAV","1228545"
"0010Y00000RqE1WQAV","1227967"
"0010Y00000RqEWIQA3","1077019"
"0010Y00000RqFMpQAN","802267"
"0010Y00000Rq8vYQAR","24507"
"0010Y00000RqA9HQAV","6724350"
"0010Y00000RqA9vQAF","1401341"
"0010Y00000RqCdIQAV","1430115"
"0010Y00000RqDNlQAN","6841873"
"0010Y00000RqEXHQA3","1048897"
"0010Y00000RqEXJQA3","1049596"
"0010Y00000RqI1sQAF","1097708"
"0010Y00000RqIGqQAN","1081774"
"0010Y00000RqHIqQAN","1048390"
"0010Y00000RqIHLQA3","1396701"
"0010Y00000RqHJOQA3","1066638"
"0010Y00000RqI2iQAF","1087985"
"0010Y00000RqI3HQAV","7065144"
"0010Y00000RqI3xQAF","1170767"
"0010Y00000RqI4JQAV","1169114"
"0010Y00000RqGBFQA3","6967546"
"0010Y00000RqHmYQAV","6698068"
"0010Y00000RqHmpQAF","1069715"
"0010Y00000RqI4dQAF","1180205"
"0010Y00000RqINbQAN","1401505"
"0010Y00000RqHSZQA3","1143128"
"0010Y00000RqHScQAN","1143019"
"0010Y00000RqHnvQAF","1078399"
"0010Y00000RqHSpQAN","1128894"
"0010Y00000RqI9jQAF","1202920"
"0010Y00000RqH9tQAF","1498542"
"0010Y00000RqH9uQAF","1505163"
"0010Y00000RqH9vQAF","1439888"
"0010Y00000RqHA9QAN","1438071"
"0010Y00000RqHAAQA3","1438088"
"0010Y00000RqHACQA3","2167479"
"0010Y00000RqHToQAN","1159072"
"0010Y00000RqHU2QAN","1126702"
"0010Y00000RqHUnQAN","1132212"
"0010Y00000RqIF6QAN","1183447"
"0010Y00000RqITzQAN","1238709"
"0010Y00000yHSVYQA4","1206382"
"0010Y000010J3C1QAK","103309"
"0010Y000012TPmlQAG","103629"
"0010Y00001DvkExQAJ","106224"
"0010Y00000T5i1PQAR","098233"
"0010Y00000cS26JQAS","1084198"
"0010Y00000cS26KQAS","1282860"
"0010Y00000cS26LQAS","901714"
"0010Y00000cS26MQAS","562076"
"0010Y00000cS26NQAS","1054412"
"0010Y00000cS26OQAS","2189188"
"0010Y00000cS26PQAS","1071620"
"0010Y00000cS26QQAS","683958"
"0010Y00000cS26TQAS","1134079"
"0010Y00000cS26UQAS","1437640"
"0010Y00000cS26VQAS","912851"
"0010Y00000cS26WQAS","650081"
"0010Y00000cS26XQAS","13468"
"0010Y00000cS26ZQAS","991896"
"0010Y00000cS26aQAC","671330"
"0010Y00000cS26bQAC","1285435"
"0010Y00000cS26cQAC","568091"
"0010Y00000cS26dQAC","1358392"
"0010Y00000cS26eQAC","211080"
"0010Y00000cS26gQAC","143043"
"0010Y00000cS26mQAC","1132476"
"0010Y00000cS26pQAC","947173"
"0010Y00000cS26rQAC","649989"
"0010Y00000cS26sQAC","275180"
"0010Y00000cS26tQAC","1120440"
"0010Y00000cS26uQAC","580733"
"0010Y00000cS26xQAC","1053389"
"0010Y00000cS26yQAC","144189"
"0010Y00000cS26zQAC","529167"
"0010Y00000cS270QAC","911973"
"0010Y00000cS271QAC","466110"
"0010Y00000Xmsz1QAB","98843"
"0010Y00000cS26vQAC","712106"
"0010Y00000cS26wQAC","24070"
"0010Y00000RpocgQAB","5852503"
"0010Y00000cTaglQAC","099965"
"0010Y00000RplW1QAJ","343335"
"0010Y00000RplW4QAJ","345851"
"0010Y00000RpmdAQAR","6943050"
"0010Y00000RpmdFQAR","6946265"
"0010Y00000RpmdUQAR","6974853"
"0010Y00000Rpn1hQAB","1307667"
"0010Y00000Rpn1pQAB","1259378"
"0010Y00000RpnG1QAJ","6775751"
"0010Y00000RpnGBQAZ","6932353"
"0010Y00000RpnGNQAZ","6907904"
"0010Y00000RpnGSQAZ","6907300"
"0010Y00000RppalQAB","160302"
"0010Y00000RpqSkQAJ","1357461"
"0010Y00000RpmGlQAJ","963312"
"0010Y00000RpmpaQAB","7002625"
"0010Y00000Rpn2QQAR","6738310"
"0010Y00000Rpn29QAB","6710135"
"0010Y00000RpnGXQAZ","6906973"
"0010Y00000RpnGaQAJ","6905202"
"0010Y00000RpnGkQAJ","6926372"
"0010Y00000RpndEQAR","6688110"
"0010Y00000RpndXQAR","5614034"
"0010Y00000Rpl6OQAR","6686480"
"0010Y00000RplZvQAJ","6902363"
"0010Y00000RpmpbQAB","7002842"
"0010Y00000RpmpqQAB","6996757"
"0010Y00000Rpmq6QAB","6992265"
"0010Y00000Rpn2hQAB","6729521"
"0010Y00000Rpn8fQAB","6901378"
"0010Y00000Rpn8iQAB","6901519"
"0010Y00000Rpn8uQAB","6900031"
"0010Y00000RpnHCQAZ","6920075"
"0010Y00000RpnHGQAZ","6909113"
"0010Y00000RpnHIQAZ","6908577"
"0010Y00000Rpne4QAB","6686077"
"0010Y00000Rpro7QAB","6964674"
"0010Y00000Rplu9QAB","1239477"
"0010Y00000RpluBQAR","1166962"
"0010Y00000RpluIQAR","1242115"
"0010Y00000RpluMQAR","1245684"
"0010Y00000RpluVQAR","1220832"
"0010Y00000RpmqHQAR","6993124"
"0010Y00000RpmqUQAR","6986751"
"0010Y00000Rpn9GQAR","6938975"
"0010Y00000Rpn9LQAR","6939276"
"0010Y00000RpnQsQAJ","6895358"
"0010Y00000RpnvAQAR","6853742"
"0010Y00000RprNMQAZ","7040763"
"0010Y00000Rpl7HQAR","1426749"
"0010Y00000RproHQAR","7023656"
"0010Y00000RplaOQAR","268473"
"0010Y00000RpmqeQAB","6995459"
"0010Y00000RpmqtQAB","6978550"
"0010Y00000Rpn9aQAB","6934188"
"0010Y00000Rpn9kQAB","6814732"
"0010Y00000RpnRgQAJ","6915554"
"0010Y00000RpnRjQAJ","6916053"
"0010Y00000RpnRnQAJ","6913554"
"0010Y00000RpoGnQAJ","547957"
"0010Y00000Rps8NQAR","7005261"
"0010Y00000Rps8ZQAR","6989688"
"0010Y00000Rpl7tQAB","124894"
"0010Y00000Rpl7vQAB","126957"
"0010Y00000RplafQAB","528398"
"0010Y00000Rpm7fQAB","1405527"
"0010Y00000Rpm7lQAB","1404266"
"0010Y00000Rpm7pQAB","1403125"
"0010Y00000RpmItQAJ","628388"
"0010Y00000RpmuOQAR","6983788"
"0010Y00000RpmuXQAR","6984456"
"0010Y00000RpmucQAB","6984988"
"0010Y00000RpnRxQAJ","6859953"
"0010Y00000RpnS2QAJ","6862664"
"0010Y00000Rpni4QAB","4641547"
"0010Y00000RpszvQAB","1296070"
"0010Y00000Rpl5IQAR","5857718"
"0010Y00000Rpl5bQAB","2202307"
"0010Y00000Rpl5cQAB","2204268"
"0010Y00000Rpl5dQAB","5857880"
"0010Y00000RplbHQAR","175764"
"0010Y00000RplbWQAR","421589"
"0010Y00000Rpm8BQAR","1414805"
